18CFPAB003_F8	68	800	Fam6.3_F2_M663
18CFPAB003_F9	64	893	Fam6.3_F2_M664
18CFPAB003_F10	64	1071	Fam6.3_F2_F688
18CFPAB003_F11	66	802	Fam6.3_F2_F689
18CFPAB003_F12	66	802	Fam6.3_F2_F690
18CFPAB003_G2	60	1026	Fam1.1_F2_M578
18CFPAB003_G3	60	590	Fam1.1_F2_M580
18CFPAB003_G4	64	734	Fam1.1_F2_F582
18CFPAB003_G5	57	461	Fam1.1_F2_F583
18CFPAB003_G6	62	820	Fam1.1_F2_F585
18CFPAB003_G7	55	1046	Fam6.3_F2_M662
18CFPAB003_G8	55	857	Fam6.3_F2_M663
18CFPAB003_G9	54	817	Fam6.3_F2_M664
18CFPAB003_G10	55	1072	Fam6.3_F2_F688
18CFPAB003_G11	51	810	Fam6.3_F2_F689
18CFPAB003_G12	54	1049	Fam6.3_F2_F690
18CFPAB004_A2	39	980	Fam1.1_F2_M578
18CFPAB004_A3	39	837	Fam1.1_F2_M580
18CFPAB004_A4	36	765	Fam1.1_F2_F582
18CFPAB004_A5	40	767	Fam1.1_F2_F583
18CFPAB004_A6	40	768	Fam1.1_F2_F585
18CFPAB004_A7	41	939	Fam6.3_F2_M662
18CFPAB004_A8	38	935	Fam6.3_F2_M663
18CFPAB004_A9	38	938	Fam6.3_F2_M664
18CFPAB004_A10	40	940	Fam6.3_F2_F688
18CFPAB004_A11	40	768	Fam6.3_F2_F689
18CFPAB004_A12	39	934	Fam6.3_F2_F690
18CFPAB004_B1	42	823	Fam1.1_F2_M576
18CFPAB004_B2	43	801	Fam1.1_F2_M578
18CFPAB004_B3	40	762	Fam1.1_F2_M580
18CFPAB004_B4	44	1006	Fam1.1_F2_F582
18CFPAB004_B5	50	756	Fam1.1_F2_F583
18CFPAB004_B6	49	719	Fam1.1_F2_F585
18CFPAB004_B7	48	825	Fam6.3_F2_M662
18CFPAB004_B8	48	1130	Fam6.3_F2_M663
18CFPAB004_B9	50	1075	Fam6.3_F2_M664
18CFPAB004_B10	48	800	Fam6.3_F2_F688
18CFPAB004_B11	50	1074	Fam6.3_F2_F689
18CFPAB004_B12	53	804	Fam6.3_F2_F690
18CFPAB004_C2	48	660	Fam1.1_F2_M578
18CFPAB004_C3	45	1089	Fam1.1_F2_M580
18CFPAB004_C4	42	810	Fam1.1_F2_F582
18CFPAB004_C5	47	857	Fam1.1_F2_F583
18CFPAB004_C6	45	783	Fam1.1_F2_F585
18CFPAB004_C7	46	1060	Fam6.3_F2_M662
18CFPAB004_C8	42	1092	Fam6.3_F2_M663
18CFPAB004_C9	48	1065	Fam6.3_F2_M664
18CFPAB004_C10	45	1089	Fam6.3_F2_F688
18CFPAB004_C11	52	813	Fam6.3_F2_F689
18CFPAB004_C12	55	592	Fam6.3_F2_F690
18CFPAB004_D2	34	831	Fam1.1_F2_M578
18CFPAB004_D3	39	829	Fam1.1_F2_M580
18CFPAB004_D4	36	832	Fam1.1_F2_F582
18CFPAB004_D5	36	825	Fam1.1_F2_F583
18CFPAB004_D6	35	825	Fam1.1_F2_F585
18CFPAB004_D7	34	825	Fam6.3_F2_M662
18CFPAB004_D8	38	834	Fam6.3_F2_M663
18CFPAB004_D9	39	871	Fam6.3_F2_M664
18CFPAB004_D10	35	868	Fam6.3_F2_F688
18CFPAB004_D11	40	1018	Fam6.3_F2_F689
18CFPAB004_D12	44	935	Fam6.3_F2_F690
18CFPAB004_E1	33	800	Fam1.1_F2_M576
18CFPAB004_E2	32	800	Fam1.1_F2_M578
18CFPAB004_E3	35	990	Fam1.1_F2_M580
18CFPAB004_E4	31	800	Fam1.1_F2_F582
18CFPAB004_E5	28	813	Fam1.1_F2_F583
18CFPAB004_E6	29	813	Fam1.1_F2_F585
18CFPAB004_E7	33	813	Fam6.3_F2_M662
18CFPAB004_E8	29	968	Fam6.3_F2_M663
18CFPAB004_E9	37	958	Fam6.3_F2_M664
18CFPAB004_E10	31	956	Fam6.3_F2_F688
18CFPAB004_E11	30	802	Fam6.3_F2_F689
18CFPAB004_E12	32	802	Fam6.3_F2_F690
18CFPAB004_F1	34	908	Fam1.1_F2_M576
18CFPAB004_F2	28	925	Fam1.1_F2_M578
18CFPAB004_F3	33	784	Fam1.1_F2_M580
18CFPAB004_F4	30	782	Fam1.1_F2_F582
18CFPAB004_F5	40	782	Fam1.1_F2_F583
18CFPAB004_F6	37	927	Fam1.1_F2_F585
18CFPAB004_F7	41	814	Fam6.3_F2_M662
18CFPAB004_F8	36	925	Fam6.3_F2_M663
18CFPAB004_F9	34	782	Fam6.3_F2_M664
18CFPAB004_F10	27	775	Fam6.3_F2_F688
18CFPAB004_F11	38	871	Fam6.3_F2_F689
18CFPAB004_F12	26	778	Fam6.3_F2_F690
18CFPAB005_A1	81	747	Fam1.1_F2_M576
18CFPAB005_A2	154	740	Fam1.1_F2_M578
18CFPAB005_A3	130	740	Fam1.1_F2_M580
18CFPAB005_A4	43	574	Fam1.1_F2_F582
18CFPAB005_A5	39	746	Fam1.1_F2_F583
18CFPAB005_A6	42	746	Fam1.1_F2_F585
18CFPAB005_A7	35	975	Fam6.3_F2_M662
18CFPAB005_A8	36	976	Fam6.3_F2_M663
18CFPAB005_A9	37	802	Fam6.3_F2_M664
18CFPAB005_A10	42	807	Fam6.3_F2_F688
18CFPAB005_A11	39	1064	Fam6.3_F2_F689
18CFPAB005_A12	38	800	Fam6.3_F2_F690
18CFPAB005_B2	218	611	Fam1.1_F2_M578
18CFPAB005_B3	224	618	Fam1.1_F2_M580
18CFPAB005_B4	37	618	Fam1.1_F2_F582
18CFPAB005_B5	31	801	Fam1.1_F2_F583
18CFPAB005_B6	32	802	Fam1.1_F2_F585
18CFPAB005_B7	32	802	Fam6.3_F2_M662
18CFPAB005_B8	30	801	Fam6.3_F2_M663
18CFPAB005_B9	31	1053	Fam6.3_F2_M664
